,items,total_sale,quantities,proportions,categories,month
69,NIRVANA HOOKAH SINGLE         ,233818.2,723,9.938017397869794,TOBACCO,06
71,SAMBUCA                       ,179718.0,389,7.638586776864948,TOBACCO,06
68,MINT FLAVOUR SINGLE           ,146124.0,492,6.21073489679728,TOBACCO,06
70,CALCUTTA MINT                 ,117810.0,255,5.0072998151685395,TOBACCO,06
73,N R G  HOOKAH                 ,77715.0,157,3.303134752022944,TOBACCO,06
27,GREAT LAKES SHAKE                   ,68714.34000000001,503,2.9205780662204246,FOOD,06
33,JR.CHL AVALANCHE              ,66318.6,335,2.818751494119653,FOOD,06
67,SILVER APPLE SINGLE           ,52390.8,162,2.2267756825102443,TOBACCO,06
74,GREEN APPLE FLAVOUR SINGLE    ,50193.0,169,2.1333621901600415,TOBACCO,06
10,CAPPUCCINO                    ,43689.94,588,1.8569614505281773,BEVERAGE,06
61,CARLSBERG                     ,40005.0,254,1.7003397768085682,LIQUOR,06
45,POUTINE WITH FRIES            ,37645.350000000006,239,1.6000471445289448,FOOD,06
80,THE  CHAMPAGNE SHEESHA        ,34650.0,70,1.4727352397554527,TOBACCO,06
32,OREO COOKIE SHAKE             ,32837.5,183,1.3956982232458781,FOOD,06
64,KF DRAUGHT (1LTR)             ,32445.0,103,1.3790157244982875,LIQUOR,06
5,RED BULL ENERGY DRINK         ,32020.680000000008,207,1.3609807745146505,BEVERAGE,06
77,RED WINE SHEESHA              ,31185.0,63,1.3254617157799073,TOBACCO,06
63,KF DRAUGHT (1/2LTR)           ,27070.24,165,1.150571324578287,LIQUOR,06
3,BERRY BLAST                   ,26921.50999999999,229,1.1442498263904417,BEVERAGE,06
25,B.M.T. PANINI                 ,25208.350000000006,194,1.071435075933315,FOOD,06
39,KIT KAT SHAKE                 ,23221.419999999995,139,0.9869842294707665,FOOD,06
62,TUBORG                        ,21525.0,164,0.9148809822723266,LIQUOR,06
35,PHILLYCREAM CHEESE &CHILLY PAN,20400.540000000005,157,0.8670878547775096,FOOD,06
8,LEMON ICED TEA                ,20196.440000000002,192,0.8584129554287624,BEVERAGE,06
146,THE FERROR ROCHER SHAKE       ,19923.55,92,0.8468142622230808,FOOD,06
102,TOBLERONE SHAKE               ,16204.899999999996,97,0.6887598062543472,FOOD,06
56,LAVA LAVA                     ,16149.740000000002,87,0.686415330761565,FOOD,06
54,MAGGI NDLCREAM/ CHEE/GARLIC   ,15964.000000000005,103,0.6785207898255715,FOOD,06
13,COUNTRY LEMONADE              ,15883.670000000002,151,0.6751065092538671,BEVERAGE,06
4,QUA  MINERAL WATER(1000ML)    ,15558.0,252,0.6612644981274266,BEVERAGE,06
2,CAFFE LATTE                   ,15450.84,178,0.6567098571954729,BEVERAGE,06
47,GARDEN FRESH PANINI           ,14967.840000000004,115,0.6361808205200942,FOOD,06
31,COTTAGE CHEESE PANINI         ,14805.680000000004,114,0.6292885046044017,FOOD,06
41,COUNTRY ROAST CHICKEN PANINI  ,14797.539999999995,104,0.6289425287068079,FOOD,06
55,SR.CHL AVALANCHE              ,14256.0,48,0.6059253557851005,FOOD,06
129,BLUE BERRY SINGLE             ,14229.599999999999,44,0.6048032717929058,TOBACCO,06
19,MIAMI MELONS                  ,12833.170000000004,122,0.5454505540194081,BEVERAGE,06
17,PINK LEMONADE                 ,12833.170000000004,122,0.5454505540194081,BEVERAGE,06
46,MAGGI NDL ARRABIATA           ,12512.060000000003,81,0.5318023574007104,FOOD,06
126,KF DRAUGHT PITCHER (2LTR)     ,12403.19,21,0.527175036028353,LIQUOR,06
247,ORANGE ARRABIATA              ,12127.729999999998,65,0.5154671096461585,FOOD,06
6,MOROCCAN MINT TEA             ,11973.329999999998,215,0.5089046184190809,BEVERAGE,06
267,RED BULL 2+1                  ,11756.419999999996,38,0.49968525331503005,BEVERAGE,06
7,ULTIMATE HOT CHOCOLATE        ,11756.099999999999,100,0.49967165229694294,BEVERAGE,06
78,AL SIKANDARI HOOKAH SINGLE    ,11681.999999999996,30,0.49652216654612386,TOBACCO,06
101,LINDT CHOCOLATE SHAKE         ,11583.0,36,0.49231435157539416,FOOD,06
26,VEG. CLUB WRAP                ,11508.64,60,0.4891538149973793,FOOD,06
189,CHEESE FONDUE                 ,11426.799999999996,28,0.48567535462157574,FOOD,06
76,MISCHIEF HOOKAH SINGLE        ,11318.999999999998,35,0.48109351165344777,TOBACCO,06
81,WHITE WINE SHEESHA            ,10890.0,22,0.4628596467802851,TOBACCO,06
51,CHICKEN SALAMI PANINI         ,10840.359999999999,76,0.46074978884950696,FOOD,06
