,items,total_sale,quantities,proportions,categories,month
76,NIRVANA HOOKAH SINGLE         ,267775.20000000007,828,10.72111719871348,TOBACCO,09
73,SAMBUCA                       ,167706.0,363,6.714571330457199,TOBACCO,09
78,CALCUTTA MINT                 ,152448.8,330,6.1037073321324415,TOBACCO,09
74,N R G  HOOKAH                 ,132648.0,268,5.310927801286099,TOBACCO,09
75,MINT FLAVOUR SINGLE           ,132165.0,445,5.291589566800685,TOBACCO,09
38,GREAT LAKES SHAKE                   ,60335.90000000001,443,2.415713834551731,FOOD,09
31,JR.CHL AVALANCHE              ,59586.6,301,2.385713546560176,FOOD,09
79,SILVER APPLE SINGLE           ,54331.20000000001,168,2.1752991417679524,TOBACCO,09
81,GREEN APPLE FLAVOUR SINGLE    ,50193.0,169,2.009614914133294,TOBACCO,09
33,POUTINE WITH FRIES            ,45278.390000000014,287,1.8128449750352407,FOOD,09
260,RED BULL 2+1                  ,45169.43000000001,146,1.8084824615165431,BEVERAGE,09
4,CAPPUCCINO                    ,44921.25,605,1.7985458920867496,BEVERAGE,09
40,OREO COOKIE SHAKE             ,35529.03999999999,198,1.4225029121359225,FOOD,09
85,RED WINE SHEESHA              ,32670.0,66,1.3080333760630907,TOBACCO,09
83,THE  CHAMPAGNE SHEESHA        ,30195.0,61,1.2089399384825534,TOBACCO,09
35,B.M.T. PANINI                 ,30011.15000000001,231,1.2015789976748037,FOOD,09
70,TUBORG                        ,28743.75,219,1.1508351500830567,LIQUOR,09
80,MISCHIEF HOOKAH SINGLE        ,27489.00000000001,85,1.1005977800611666,TOBACCO,09
67,CARLSBERG                     ,26456.25,168,1.0592487911071058,LIQUOR,09
43,PHILLYCREAM CHEESE &CHILLY PAN,26115.430000000008,201,1.0456031242803592,FOOD,09
10,LEMON ICED TEA                ,25035.180000000008,238,1.0023523420798035,BEVERAGE,09
1,1+1 KF 1/2 LITER              ,22312.360000000004,136,0.8933367486603939,LIQUOR,09
55,KIT KAT SHAKE                 ,22219.120000000003,133,0.8896036286119053,FOOD,09
82,RABAT HOOKAH SINGLE           ,21806.4,56,0.8730792473762529,TOBACCO,09
30,LAVA LAVA                     ,20419.210000000006,110,0.8175392774056085,FOOD,09
18,BERRY BLAST                   ,19514.989999999998,186,0.7813363407878008,BEVERAGE,09
15,RED BULL ENERGY DRINK         ,18253.42,118,0.7308259132934661,BEVERAGE,09
9,COUNTRY LEMONADE              ,18191.780000000006,173,0.7283579862258042,BEVERAGE,09
47,SR.CHL AVALANCHE              ,18117.0,61,0.7253639630895321,FOOD,09
54,MAGGI NDLCREAM/ CHEE/GARLIC   ,17820.269999999997,115,0.7134835607730582,FOOD,09
36,COTTAGE CHEESE PANINI         ,17129.609999999997,132,0.6858310865914929,FOOD,09
7,CAFFE LATTE                   ,16607.869999999995,191,0.6649417895719901,BEVERAGE,09
77,BLUE BERRY SINGLE             ,16493.4,51,0.6603586680366998,TOBACCO,09
58,COUNTRY ROAST CHICKEN PANINI  ,15793.779999999995,111,0.6323474555922165,FOOD,09
63,THE FERROR ROCHER SHAKE       ,15592.339999999997,72,0.6242822507169747,FOOD,09
42,TOBLERONE SHAKE               ,14190.529999999993,85,0.5681569288039352,FOOD,09
69,KF DRAUGHT (1LTR)             ,14174.959999999997,48,0.5675335409966105,LIQUOR,09
0,1+1 KF 1 LITER                ,14174.919999999998,48,0.5675319394865082,LIQUOR,09
59,GARDEN FRESH PANINI           ,14031.020000000006,108,0.5617705068934422,FOOD,09
3,MOROCCAN MINT TEA             ,13866.740000000002,249,0.5551931049032478,BEVERAGE,09
51,NON-VEG CLUB WRAP             ,13464.0,68,0.5390683004381223,FOOD,09
86,AL SIKANDARI HOOKAH SINGLE    ,13239.599999999999,34,0.5300838287641534,TOBACCO,09
128,SATAY CHICKEN PANINI          ,12657.449999999997,89,0.5067758511126343,FOOD,09
6,QUA  MINERAL WATER(1000ML)    ,12499.59,202,0.5004554914938613,BEVERAGE,09
39,MAGGI NDL ARRABIATA           ,12357.370000000003,80,0.49476132232509207,FOOD,09
16,PINK LEMONADE                 ,12195.970000000007,116,0.48829922906226453,BEVERAGE,09
65,LINDT CHOCOLATE SHAKE         ,11583.0,36,0.46375728787691395,FOOD,09
