,items,total_sale,quantities,proportions,categories,month
82,SAMBUCA                       ,182490.0,395,7.472737101320323,TOBACCO,04
79,NIRVANA HOOKAH SINGLE         ,176899.8,547,7.24382540783684,TOBACCO,04
78,MINT FLAVOUR SINGLE           ,164241.0,553,6.725463391188291,TOBACCO,04
83,N R G  HOOKAH                 ,133650.0,270,5.472800227910906,TOBACCO,04
84,CALCUTTA MINT                 ,78540.0,170,3.216114701834063,TOBACCO,04
41,GREAT LAKES SHAKE                   ,76269.03000000003,560,3.123121322607885,FOOD,04
74,CARLSBERG                     ,60795.0,386,2.489479160911661,LIQUOR,04
33,JR.CHL AVALANCHE              ,57595.2,291,2.3584513556795677,FOOD,04
118,KF DRAUGHT (1LTR)             ,53235.0,169,2.179906622767206,LIQUOR,04
86,GREEN APPLE FLAVOUR SINGLE    ,50787.0,171,2.079664086606144,TOBACCO,04
85,SILVER APPLE SINGLE           ,48186.60000000001,149,1.9731809611840756,TOBACCO,04
54,POUTINE WITH FRIES            ,43022.40000000001,274,1.7617134345325418,FOOD,04
11,RED BULL ENERGY DRINK         ,40219.22,260,1.6469267219034707,BEVERAGE,04
4,CAPPUCCINO                    ,38755.91,522,1.5870060088357245,BEVERAGE,04
80,RED WINE SHEESHA              ,38115.0,77,1.5607615464782953,TOBACCO,04
90,THE  CHAMPAGNE SHEESHA        ,32175.0,65,1.3175259807933661,TOBACCO,04
55,OREO COOKIE SHAKE             ,32119.72,179,1.315262333980056,FOOD,04
39,B.M.T. PANINI                 ,31185.58000000001,240,1.277010470119969,FOOD,04
75,TUBORG                        ,28481.25,217,1.166271541273382,LIQUOR,04
7,LEMON ICED TEA                ,26928.58000000001,256,1.1026916480457696,BEVERAGE,04
42,KIT KAT SHAKE                 ,26896.78,161,1.101389477845638,FOOD,04
131,KF DRAUGHT (1/2LTR)           ,25921.84,158,1.0614669050495327,LIQUOR,04
113,THE FERROR ROCHER SHAKE       ,24904.48,115,1.0198072863449503,FOOD,04
24,BERRY BLAST                   ,24805.319999999992,211,1.015746808450452,BEVERAGE,04
60,PHILLYCREAM CHEESE &CHILLY PAN,23259.230000000003,179,0.9524363579875211,FOOD,04
8,COUNTRY LEMONADE              ,21563.920000000006,205,0.8830155352835957,BEVERAGE,04
38,COUNTRY ROAST CHICKEN PANINI  ,19630.689999999995,138,0.8038521863527746,FOOD,04
66,COTTAGE CHEESE PANINI         ,19601.410000000003,151,0.8026532069986916,FOOD,04
46,TOBLERONE SHAKE               ,17875.5,107,0.7319793525927527,FOOD,04
0,QUA  MINERAL WATER(1000ML)    ,17759.33,287,0.7272223364874298,BEVERAGE,04
167,KF DRAUGHT PITCHER (2LTR)     ,17718.86,30,0.7255651406383946,LIQUOR,04
9,MIAMI MELONS                  ,17671.880000000005,168,0.7236413684370685,BEVERAGE,04
81,RABAT HOOKAH SINGLE           ,17523.000000000004,45,0.7175449187705412,TOBACCO,04
115,SR.CHL AVALANCHE              ,17523.0,59,0.717544918770541,FOOD,04
58,LINDT CHOCOLATE SHAKE         ,17052.75,53,0.6982887698204842,FOOD,04
14,PINK LEMONADE                 ,16935.58,161,0.6934908049667294,BEVERAGE,04
48,NON-VEG CLUB WRAP             ,15828.6,80,0.6481613594276885,FOOD,04
59,MAGGI NDLCREAM/ CHEE/GARLIC   ,15221.500000000004,98,0.6233013742547391,FOOD,04
10,CAFFE LATTE                   ,14640.23,169,0.5994990952537829,BEVERAGE,04
36,GARDEN FRESH PANINI           ,13513.760000000006,104,0.5533715586078063,FOOD,04
3,MOROCCAN MINT TEA             ,13198.489999999998,237,0.5404616466897104,BEVERAGE,04
56,LAVA LAVA                     ,12994.069999999998,70,0.5320909035352805,FOOD,04
92,APPLE FLAVOUR SINGLE          ,12771.0,43,0.5229564662225977,TOBACCO,04
37,SATAY CHICKEN PANINI          ,11576.669999999996,81,0.4740501475080383,FOOD,04
40,VEG. CLUB WRAP                ,11508.619999999999,60,0.4712635851772541,FOOD,04
87,MISCHIEF HOOKAH SINGLE        ,10995.599999999999,34,0.45025605825676873,TOBACCO,04
89,BLUE BERRY SINGLE             ,10672.199999999999,33,0.4370132330139227,TOBACCO,04
276,REDBULL HOOKAH + 2REDBULL     ,10659.0,17,0.43647270953462286,TOBACCO,04
52,MAGGI NDL ARRABIATA           ,10234.290000000003,66,0.41908136658815054,FOOD,04
93,WHITE WINE SHEESHA            ,9900.0,20,0.4053926094748819,TOBACCO,04
2,MASALA CHAI CUTTING           ,9603.0,194,0.39323083119063545,BEVERAGE,04
64,MT. BROWNIE                   ,9578.25,43,0.39221734966694827,FOOD,04
104,TROPICAL SMOOTHIE             ,9522.379999999996,81,0.38992954309206307,BEVERAGE,04
62,CHICKEN SALAMI PANINI         ,9518.439999999997,67,0.3897682050232418,FOOD,04
25,COOL CALIFORNICA              ,9361.910000000003,89,0.3833584974312114,BEVERAGE,04
91,AL SIKANDARI HOOKAH SINGLE    ,9345.599999999999,24,0.3826906233442885,TOBACCO,04
185,BLUEBERRY BRAIN FREEZER SHAKE ,9256.81,68,0.37905478397102843,BEVERAGE,04
67,DUTCH TRUFFLE CAKE SHAKE      ,9188.309999999998,55,0.3762497947034496,FOOD,04
72,BAILEYS IRISH SHAKE           ,9132.75,41,0.37397468224057856,FOOD,04
231,ICED LEMON OR STR CAMOMILE    ,8712.0,22,0.3567454963378961,BEVERAGE,04
268,RED BULL 2+1                  ,8662.619999999999,28,0.35472344714033344,BEVERAGE,04
200,CHEESE FONDUE                 ,8575.97,21,0.3511752380887174,FOOD,04
19,ULTIMATE HOT CHOCOLATE        ,8229.239999999998,70,0.33697707854495723,BEVERAGE,04
49,SNICKER BAR SHAKE             ,8185.960000000002,49,0.3352048167128288,FOOD,04
202,CHICKEN SLOUVLAKI WRAP        ,8118.0,41,0.33242193976940315,FOOD,04
289,THE AFTER EIGHT SHAKE         ,7796.25,35,0.3192466799614695,BEVERAGE,04
235,LEMON INFUSED CHAR GRILLED VEG,7759.2699999999995,41,0.31773239524446134,FOOD,04
88,GRAPE FLAVOUR SINGLE          ,7722.0,26,0.3162062353904079,TOBACCO,04
53,MEZE PLATTER                  ,7351.02,54,0.3010150686971764,FOOD,04
16,CURRANT COOLER                ,7288.75,62,0.29846519013232786,BEVERAGE,04
32,GOOEY CHOCOLATE FUDGE         ,7276.709999999999,90,0.29797216720120884,FOOD,04
50,THAT CHOCOLATE THING......... ,7103.25,41,0.2908691972982278,FOOD,04
68,POUTINE WITH WEDGES           ,7004.339999999997,34,0.2868189565908377,FOOD,04
34,VERTIGO                       ,6682.5,30,0.2736400113955453,FOOD,04
252,ORANGE ARRABIATA              ,6552.7300000000005,35,0.2683260923115498,FOOD,04
51,BLACK FOREST SHAKE            ,6515.350000000002,39,0.266795428095169,FOOD,04
281,SMOKED CHICK & PESTO CREAM CRO,6410.25,37,0.26249171463498605,FOOD,04
243,MEDITER RANEAN PANINO         ,6107.179999999998,47,0.25008137744775844,FOOD,04
15,BLACK CURRANT ICED TEA        ,5785.45,55,0.2369069366147935,BEVERAGE,04
27,THE CHOCO LATTE               ,5760.4800000000005,49,0.23588444636645128,BEVERAGE,04
203,CHOCOLATE FONDUE              ,5630.659999999999,14,0.23056847984503415,FOOD,04
44,CAESARS SALAD WRAP            ,5574.9400000000005,32,0.22828681558241395,FOOD,04
117,HASH BROWN OMELETTE           ,5513.129999999999,27,0.22575577344184397,FOOD,04
271,RED SANGRIA (CARAFE) áááááááá ,5355.0,5,0.21928054785232248,WINES,04
247,MIXED FLAVOUR SINGLE          ,5049.0,17,0.20675023083218977,BEVERAGE,04
45,STRAWBERRY CHEESECAKE SHAKE   ,4844.750000000002,29,0.1983864489649934,FOOD,04
294,TRADITIONAL ITALIAN CRUSTINI  ,4294.09,30,0.1758376111535349,FOOD,04
210,CREPES WITH MUSHROOMS         ,4219.84,22,0.1727971665824733,FOOD,04
285,STRAWBERRY LITE SHAKE         ,4127.01,29,0.16899589426554873,BEVERAGE,04
108,LINDT HOT CHOCOLATE           ,4102.31,17,0.16798446017928315,BEVERAGE,04
234,JAPANESE YAKITORI WRAP        ,4083.8500000000004,22,0.167228546283232,FOOD,04
232,ITALIAN CAPONATA PANINO       ,3867.25,25,0.15835904737290274,FOOD,04
23,STRAWBERRY ICED TEA           ,3786.8300000000004,36,0.1550659490240169,BEVERAGE,04
229,HOTDOG WRAP                   ,3712.59,20,0.15202591394043957,FOOD,04
31,SPANISH OMELETTE BREAKFAST    ,3539.34,22,0.14493154327462915,FOOD,04
71,ROCKY ROAD SHAKE              ,3508.2699999999995,21,0.1436592656608529,FOOD,04
63,SCRAMBLED EGGS                ,3409.27,29,0.1396053395661041,FOOD,04
251,NUTELLA CREPES                ,3378.46,21,0.13834370862692016,FOOD,04
244,MEXICAN CHILLI CON CARNE WRAP ,3341.34,18,0.1368236910851315,FOOD,04
96,1+1 GLS 4SEASONS WHITE        ,3276.0,13,0.1341480998625973,WINES,04
188,STRAWBERRY FLAVOUR SINGLE     ,3267.0,11,0.13377956112671102,TOBACCO,04
13,DOPPIO                        ,3192.75,43,0.13073911655564943,BEVERAGE,04
129,HERBED CHICKEN PIE            ,3174.14,19,0.1299770603473335,FOOD,04
47,ADD FRIES                     ,3161.71,73,0.12946806740432615,FOOD,04
262,POLLO CON AIOLI               ,3118.5,14,0.1276986719845878,FOOD,04
237,M & M SHAKE                   ,3118.5,14,0.1276986719845878,BEVERAGE,04
121,JUICE HOOKAH SINGLE           ,3115.2,8,0.12756354111476284,TOBACCO,04
280,SHERRIED MUSHROOMS CROQUE     ,3093.8,20,0.1266872378983222,FOOD,04
102,IRISH COFFEE                  ,3093.8,20,0.1266872378983222,BEVERAGE,04
277,ROMA TOMATO & JALAPENO CROQUE ,3093.8,20,0.1266872378983222,FOOD,04
272,RED SANGRIA (GLS)á áááááááááá ,2866.5,13,0.11737958737977262,WINES,04
279,SHERRIED GARLIC MUSHROOMS CRUS,2846.2,20,0.11654832778660697,FOOD,04
57,CHEESE CAKE OF THE WEEK       ,2843.7200000000003,22,0.11644677489049608,FOOD,04
116,APPLE PIE SHAKE               ,2840.0499999999997,17,0.11629649298375136,FOOD,04
70,THE GREAT INDIAN WRAP         ,2772.0,14,0.11350993065296694,FOOD,04
73,ITALIAN OMELETTE BREAKFAST    ,2759.7,17,0.11300626104725572,FOOD,04
112,BUN MASKA & CHAI              ,2747.25,37,0.11249644912927974,FOOD,04
43,KHEEMA GHOTALA                ,2722.6000000000004,20,0.11148706248043573,FOOD,04
111,THANK GOD ITS A SUNDAE        ,2685.3399999999997,14,0.10996131211386659,FOOD,04
156,PEACH FLAVOUR SINGLE          ,2673.0,9,0.10945600455821812,TOBACCO,04
175,B1G1 ZINZI RED (BTL)          ,2646.0,3,0.10835038835055935,WINES,04
177,B1G1 ZINZI WHITE (BTL)        ,2646.0,3,0.10835038835055935,WINES,04
17,CHAI LATTE                    ,2598.72,28,0.10641433152470353,BEVERAGE,04
242,MATEUS ROSE PORTUGAL(BTL)     ,2520.0,1,0.10319084604815176,WINES,04
124,MONSOON MALABAR (REG)         ,2475.0,25,0.10134815236872048,BEVERAGE,04
95,1+1 GLS 4SEASON RED           ,2425.5,11,0.09932118932134607,WINES,04
97,2 OCEAN PINOTAGE (BTL)        ,2394.0,1,0.09803130374574417,WINES,04
259,PLAIN JANE (CHOCOLATE)        ,2351.25,19,0.09628074475028446,MISC,04
197,CAJUN CHICKEN CRUSTINI        ,2332.7200000000003,13,0.0955219644418431,FOOD,04
226,GUAVA                         ,2310.0,5,0.09459160887747245,MISC,04
35,HERBED GARDEN PIE             ,2276.97,16,0.09323907171676987,FOOD,04
176,B1G1 ZINZI RED (GLS)          ,2268.0,12,0.09287176144333659,WINES,04
257,PESTO CREAM                   ,2258.4900000000002,12,0.09248233884575012,FOOD,04
284,SRILANKAN OMELETTE BREAKFAST  ,2252.3200000000006,14,0.09222968506792589,FOOD,04
65,SEASONAL FRUITPIE (LOWCAL)    ,2252.25,13,0.09222681865553564,FOOD,04
162,COOKIE MONSTER                ,2171.7799999999997,13,0.08893167286922818,FOOD,04
127,SUNSHINE SHAKE                ,2171.7799999999997,13,0.08893167286922818,FOOD,04
240,MAISON PIERRE SAUV MARSAN     ,2142.0,1,0.087712219140929,WINES,04
233,J.PCHENET SPARKLING ROSE (BTL),2142.0,1,0.087712219140929,FOOD,04
69,MAGGI NDLTHAI STYLE           ,2079.0,12,0.0851324479897252,FOOD,04
228,HONEYGLAZED CHICK & MUSTERD CR,2079.0,12,0.0851324479897252,FOOD,04
147,APRICOT FLAVOUR SINGLE        ,2079.0,7,0.0851324479897252,TOBACCO,04
152,JAMAICAN BLUE MT (REG)        ,2041.9,10,0.0836132494229052,BEVERAGE,04
101,ESPRESSO                      ,2029.5,41,0.08310548494235079,BEVERAGE,04
100,KENYA AA  (REG)               ,2010.9700000000003,13,0.08234670463390943,BEVERAGE,04
12,BRAZIL BOURBONSANTOS (REG)    ,1998.56,17,0.08183853066587071,BEVERAGE,04
134,SANDASS                       ,1998.0,4,0.0818155993667489,MERCHANDISE,04
178,B1G1 ZINZI WHITE (GLS)        ,1890.0,10,0.07739313453611382,WINES,04
128,CLASSIC BELGIAN  WAFFLE       ,1782.0,18,0.07297066970547875,FOOD,04
139,LEMON FLAVOUR SINGLE          ,1782.0,6,0.07297066970547875,TOBACCO,04
171,ASSORTED TAPAS(2 )VEG         ,1701.55,5,0.06967634289413993,FOOD,04
209,CREPES MONTE CRISTO           ,1633.52,8,0.06689059953832416,FOOD,04
238,MAGGI NDL BOLOGNESE           ,1590.19,9,0.06511629026877398,FOOD,04
296,VANILLA LITE SHAKE            ,1565.4199999999998,11,0.06410198977011813,BEVERAGE,04
264,QUESO CROQUETAS FRITOS        ,1559.25,7,0.0638493359922939,FOOD,04
105,QUA  MINERAL WATER(500ML)     ,1559.21,36,0.06384769804235663,BEVERAGE,04
138,MARRAKESH HOOKAH SINGLE       ,1557.6,4,0.06378177055738142,TOBACCO,04
161,GREAT LAKES FLOATS W CHOC           ,1546.9800000000007,25,0.06334689484903566,BEVERAGE,04
1,MONSOON MALABAR (AULAIT)      ,1485.0,12,0.06080889142123229,BEVERAGE,04
190,BUTTER MILK PAN CAKES         ,1484.9699999999998,16,0.06080766295877932,FOOD,04
18,GREAT LAKES CREAM                   ,1435.51,8,0.058782337861342196,BEVERAGE,04
189,BUNUELOS DE CHIRIZO           ,1410.77,6,0.05776926582513931,FOOD,04
270,RED BULL 3+2                  ,1392.18,3,0.057008028591792034,BEVERAGE,04
290,THE CHOC FATHER               ,1386.0,7,0.05675496532648347,FOOD,04
155,APPLE CINNAMON MUFFIN         ,1293.1599999999999,19,0.05295328352207457,FOOD,04
255,PESCADO PANINO                ,1287.04,8,0.052702677181671924,FOOD,04
6,BRAZIL BOURBONSANTOS (AULAIT) ,1280.79,9,0.052446747503973136,BEVERAGE,04
182,BLACK FOREST CREPES           ,1256.0800000000002,7,0.05143490393022321,FOOD,04
22,COOKIE CRUMBLE                ,1225.17,9,0.05016917811619607,BEVERAGE,04
170,ASSORTED TAPAS (2)NONVEG      ,1225.1399999999999,3,0.05016794965374311,FOOD,04
21,EARL GREY                     ,1225.12,18,0.05016713067877447,BEVERAGE,04
114,CHUNKY CHOCO CHIP COOKIES     ,1225.1099999999997,18,0.05016672119129015,FOOD,04
288,SWEET MELON FLAVOUR SINGLE    ,1188.0,4,0.04864711313698583,FOOD,04
