,items,total_sale,quantities,proportions,categories,month
94,NIRVANA HOOKAH SINGLE         ,268745.4,831,9.487662537296949,TOBACCO,08
98,SAMBUCA                       ,195426.0,423,6.899228559870394,TOBACCO,08
93,CALCUTTA MINT                 ,151074.0,327,5.333446191672858,TOBACCO,08
92,MINT FLAVOUR SINGLE           ,146718.0,494,5.179663994796314,TOBACCO,08
97,N R G  HOOKAH                 ,136620.0,276,4.823168902037054,TOBACCO,08
56,JR.CHL AVALANCHE              ,66714.6,337,2.3552611918594737,FOOD,08
39,GREAT LAKES SHAKE                   ,63791.48000000001,468,2.2520647236928615,FOOD,08
102,SILVER APPLE SINGLE           ,63386.40000000001,196,2.2377639678823127,TOBACCO,08
95,GREEN APPLE FLAVOUR SINGLE    ,62073.0,209,2.1913963054907484,TOBACCO,08
50,POUTINE WITH FRIES            ,56331.91,358,1.988715535824551,FOOD,08
6,CAPPUCCINO                    ,50898.380000000005,685,1.7968927212711516,BEVERAGE,08
265,RED BULL 2+1                  ,45478.78000000001,147,1.6055616849552392,BEVERAGE,08
57,OREO COOKIE SHAKE             ,42344.729999999996,236,1.4949186422277523,FOOD,08
86,KF DRAUGHT (1LTR)             ,40949.94999999999,133,1.4456779781874705,LIQUOR,08
128,RED WINE SHEESHA              ,39600.0,80,1.3980199716049433,TOBACCO,08
87,KF DRAUGHT PITCHER (2LTR)     ,37603.21,68,1.3275262266781493,LIQUOR,08
60,B.M.T. PANINI                 ,36643.06000000001,282,1.2936295378969256,FOOD,08
101,THE  CHAMPAGNE SHEESHA        ,32670.0,66,1.153366476574078,TOBACCO,08
51,KIT KAT SHAKE                 ,32576.86,195,1.1500783053580357,FOOD,08
41,PHILLYCREAM CHEESE &CHILLY PAN,27937.010000000006,215,0.9862752001749248,FOOD,08
53,MAGGI NDLCREAM/ CHEE/GARLIC   ,24372.940000000006,157,0.8604509314830553,FOOD,08
8,CAFFE LATTE                   ,23773.32,274,0.8392822260443239,BEVERAGE,08
68,LAVA LAVA                     ,23389.260000000006,126,0.8257235505318343,FOOD,08
104,MISCHIEF HOOKAH SINGLE        ,22314.60000000001,69,0.7877842539993858,TOBACCO,08
37,BERRY BLAST                   ,22218.959999999995,189,0.7844078239467516,BEVERAGE,08
85,TUBORG                        ,22050.0,168,0.7784429387345706,LIQUOR,08
18,RED BULL ENERGY DRINK         ,21811.289999999997,141,0.7700156319814944,BEVERAGE,08
25,LEMON ICED TEA                ,21353.54,203,0.7538554390016419,BEVERAGE,08
84,CARLSBERG                     ,20947.5,133,0.7395207917978421,LIQUOR,08
176,THE FERROR ROCHER SHAKE       ,20356.700000000004,94,0.7186634635346049,FOOD,08
129,BLUE BERRY SINGLE             ,19404.000000000007,60,0.6850297860864224,TOBACCO,08
76,MAGGI NDL ARRABIATA           ,19206.289999999997,124,0.6780499242534419,FOOD,08
21,QUA  MINERAL WATER(1000ML)    ,19058.79,308,0.67284265289456,BEVERAGE,08
55,COTTAGE CHEESE PANINI         ,18833.820000000007,145,0.6649004167073894,FOOD,08
45,SR.CHL AVALANCHE              ,18711.0,63,0.6605644365833356,FOOD,08
88,KF DRAUGHT (1/2LTR)           ,17882.760000000006,109,0.6313246370560106,LIQUOR,08
26,COUNTRY LEMONADE              ,17566.710000000006,167,0.6201669549341485,BEVERAGE,08
105,RABAT HOOKAH SINGLE           ,17523.000000000004,45,0.6186238374351876,TOBACCO,08
52,COUNTRY ROAST CHICKEN PANINI  ,17219.59,121,0.6079123919911305,FOOD,08
67,TOBLERONE SHAKE               ,17207.210000000003,103,0.6074753342323308,FOOD,08
15,ULTIMATE HOT CHOCOLATE        ,16928.8,144,0.597646477154186,BEVERAGE,08
139,LINDT CHOCOLATE SHAKE         ,15765.75,49,0.556586701195218,FOOD,08
4,MOROCCAN MINT TEA             ,15704.520000000002,282,0.5544250657694259,BEVERAGE,08
0,MASALA CHAI CUTTING           ,14750.15,298,0.5207324314184003,BEVERAGE,08
65,SATAY CHICKEN PANINI          ,13946.459999999995,98,0.4923593336664007,FOOD,08
19,PINK LEMONADE                 ,13464.310000000001,128,0.4753377344414181,BEVERAGE,08
70,GARDEN FRESH PANINI           ,13246.390000000003,102,0.4676443881734345,FOOD,08
127,AL SIKANDARI HOOKAH SINGLE    ,12850.199999999999,33,0.4536574807858041,TOBACCO,08
32,THE CHOCO LATTE               ,11991.199999999995,102,0.42333174453306033,BEVERAGE,08
80,THAT CHOCOLATE THING......... ,11954.25,69,0.4220272789282422,FOOD,08
13,MIAMI MELONS                  ,11570.890000000001,110,0.4084933158899981,BEVERAGE,08
66,VEG. CLUB WRAP                ,11316.82,59,0.3995237468449054,FOOD,08
250,ORANGE ARRABIATA              ,11311.009999999997,60,0.3993186333086673,FOOD,08
78,BEAN N NACHO CHILLI           ,11016.359999999999,66,0.38891644682802595,FOOD,08
